Date(UTC),Gas_Fees,Network_Utilization,Ether_Price,Network_Hash_Rate,Block_Difficulty,Block_Count_Reward,Block_Reward,Block_Size,Block_Time,Daily_Active_ERC20,Daily_Active_Eth,Gas_Limit,Gas_Used,Ethereum_Daily_Transactions,Uncles
03-05-2020,11518999227,0.7684,228.7,181102.9681,2313.32,6409,13425.9375,23417,13.31,229778,269351,9938404,48766444005,720114,355
03-06-2020,11201545592,0.763,245.76,178353.2062,2224.909,6568,13747.875,22543,12.99,185950,248086,9966210,49795124430,676799,358
03-07-2020,10988477092,0.6893,237.78,181256.3073,2272.279,6540,13678,20794,13.01,188221,230664,9935053,44637125955,630992,352
03-08-2020,13029367486,0.7731,199.68,185905.5478,2322.14,6552,13724.0625,23673,13,173045,225432,9947318,50286308613,662565,365
03-09-2020,14200494445,0.888,203.08,181825.015,2303.81,6431,13516.5,27887,13.22,195315,264282,9983841,56907992573,784085,388
03-10-2020,11528169360,0.8297,200.62,182248.865,2287.045,6498,13657.9375,25113,13.09,227709,251935,9976976,53671463868,760588,387
03-11-2020,12884305108,0.8252,194.86,179478.6731,2248.363,6529,13680.75,24782,13.04,214978,247909,9978008,53667331706,713065,368
03-12-2020,77903244661,0.9373,109.78,181893.0697,2284.571,6448,13631.1875,27723,13.13,172949,250268,9984915,60270155489,760781,431
3-13-2020,84761822515,0.9304,135.44,175549.6073,2239.735,6382,13420.625,27582,13.31,203611,290208,9984776,59237052307,847947,390
3-14-2020,16662648149,0.8391,122.58,172709.6044,2175.552,6490,13609.8125,23303,13.09,220388,248510,9980487,54209111490,681830,369
3-15-2020,14364979897,0.8364,123.53,173963.8993,2182.442,6513,13664.375,23169,13.05,188697,231787,9977220,54232784814,657653,374
3-16-2020,29714620709,0.8884,111.32,174899.7895,2203.462,6488,13604.375,26369,13.11,208142,272475,9982973,57390678194,784094,370
3-17-2020,18731740624,0.8678,116.3,170012.8814,2133.805,6509,13661.4375,24937,13.06,247700,273313,9978567,56260016936,763100,375
3-18-2020,15707758551,0.8366,118.62,174364.8188,2180.507,6531,13707.625,24088,13.02,300491,302391,9970902,54400650335,768437,378
3-19-2020,18322233968,0.8744,136.7,174894.121,2190.931,6482,13683.6875,27413,13.1,357272,362517,9975078,56477214188,864017,415
3-20-2020,16360326781,0.8759,133.4,174054.6792,2190.26,6436,13609.625,27084,13.23,294989,328086,9972272,56053109603,822158,430
3-21-2020,12414614632,0.8443,132.72,180106.6438,2227.486,6444,13787.125,26578,13.13,409128,390368,9963856,54089637190,857503,542
3-22-2020,12942212470,0.8234,122.44,171178.0093,2159.407,6300,13508.8125,25601,13.52,292949,295480,9936181,51420600526,746195,549
3-23-2020,14465400762,0.8161,136.74,175188.2453,2159.855,6448,13830,25426,13.09,288722,316061,9910355,51973418456,801238,560
3-24-2020,13687447647,0.825,139.07,177982.9948,2232.215,6348,13588.8125,26101,13.36,290825,309222,9898962,51697161721,791900,541
3-25-2020,13756761814,0.8275,136.28,175666.9651,2192.031,6374,13660.125,24775,13.31,253786,284832,9894921,52072394107,765389,550
3-26-2020,13022719834,0.8172,138.97,176100.0611,2216.967,6478,13616.0625,24661,13.15,254762,295289,9978390,52701817210,772649,385
3-27-2020,12546794673,0.7747,131.51,176455.2315,2201.868,6554,13739.625,23262,12.99,240363,296964,9957272,50465639748,748776,370
3-28-2020,11413783523,0.7798,131.34,175777.2138,2218.398,6488,13586.375,22245,13.05,197496,243402,9971211,50355711685,667726,358
3-29-2020,11020301161,0.7054,124.55,179550.9457,2237.589,6573,13763.5,19253,12.95,185111,225262,9956005,46056488567,607984,360
3-30-2020,11884805218,0.8047,132.31,178537.4684,2256.53,6460,13559.25,22915,13.18,218435,269242,9975558,51787919806,724004,376
3-31-2020,13067204139,0.8248,133.17,173915.7244,2193.623,6472,13586.375,24057,13.13,233542,256569,9977042,53179290754,731749,378
04-01-2020,12158641023,0.8225,136.05,175437.1217,2188.531,6553,13743.8125,23177,12.92,257243,249259,9970535,53665881090,683007,373
04-02-2020,13091171982,0.8412,141.59,179392.9219,2261.717,6484,13603.8125,24853,13.13,213085,264406,9981494,54369995334,720554,369
04-03-2020,12546736213,0.8398,141.45,176900.7739,2225.426,6527,13644.0625,24127,13.05,213134,267880,9979991,54597210555,722688,341
04-04-2020,10643758163,0.8073,144.49,173156.1962,2190.118,6491,13563.5,21335,13.13,182764,232113,9978490,52187476824,625952,340
04-05-2020,10421896817,0.794,142.88,175373.6226,2214.275,6507,13590.75,20359,13.07,180503,224338,9977921,51475533126,614001,336
04-06-2020,14386395350,0.879,171.62,169202.2306,2145.132,6433,13523.625,26036,13.22,204402,288424,9982107,56414940053,771300,382
04-07-2020,13013528020,0.8818,164.66,175025.1447,2176.478,6554,13777.875,25184,12.95,218711,276395,9982401,57631451338,783472,394
04-08-2020,11576580760,0.8725,173.41,175128.6673,2205.702,6502,13622.125,25393,13.06,231305,342424,9978652,56569534356,830223,358
04-09-2020,12277136032,0.8538,169.92,175967.1102,2214.325,6479,13620.9375,23447,13.16,237930,275384,9979426,55120769772,727502,387
04-10-2020,12269003782,0.8599,158.12,179741.0364,2247.413,6515,13704.4375,24575,13.05,280727,269522,9980029,55824381169,745643,395
04-11-2020,11327484697,0.8244,158.67,172886.6181,2197.97,6412,13486,22996,13.26,550555,249382,9973892,52654735722,680523,384
04-12-2020,9800432922,0.8222,158.75,179009.276,2234.383,6581,13740.8125,22760,12.96,536320,261362,9980030,53937212902,678530,341
4-13-2020,11939777888,0.8513,156.82,177007.9711,2214.843,6510,13691.4375,24305,13.06,332633,286794,9982766,55260972737,744306,395
4-14-2020,12300384022,0.8637,158.6,180310.899,2271.633,6482,13603.5,24940,13.11,342301,327012,9979157,55753722827,813972,376
4-15-2020,11635342378,0.8554,152.85,179367.6687,2247.95,6491,13673.1875,24633,13.1,391194,300348,9983369,55370776054,792152,403
4-16-2020,15064682211,0.8769,172.58,180755.6439,2270.285,6469,13635.375,26129,13.13,356452,283483,9981320,56546505543,790334,410
4-17-2020,12248271015,0.8681,170.98,177414.4765,2242.993,6445,13552.5625,24920,13.22,377664,304620,9980341,55792894380,785639,389
4-18-2020,12700922618,0.8657,187.81,178317.7031,2255.732,6444,13552.125,24272,13.2,228508,309901,9979353,55552799307,783111,386
4-19-2020,12031541144,0.8597,180.34,174688.5976,2192.808,6487,13654.5,23224,13.08,246634,292100,9977221,55529600862,741675,396
4-20-2020,13770276031,0.8945,170.6,174358.8137,2184.859,6496,13675.4375,26206,13.08,288798,318477,9982833,57935356671,828885,399
4-21-2020,13970900436,0.8976,171,176861.6965,2232.085,6437,13579.3125,25515,13.19,270147,308759,9978165,57567078878,812963,409
4-22-2020,14191692798,0.8909,183.04,176800.2512,2204.263,6481,13723.5625,25228,13.02,269651,300954,9981322,57599039714,790519,449
4-23-2020,14371184956,0.8965,185.68,180267.5215,2262.509,6454,13644.375,25963,13.16,234328,325328,9982247,57733723479,826397,430
4-24-2020,13771090303,0.8974,187.7,177248.1154,2228.822,6476,13624.1875,25533,13.13,260861,333566,9982368,57990388097,846807,395
4-25-2020,12538831783,0.8786,194.39,175986.0193,2216.5,6418,13597.875,24986,13.25,243050,302047,9979418,56253518223,792299,442
4-26-2020,13439926391,0.8817,197.78,176996.6145,2226.632,6458,13608.625,25058,13.16,219702,299059,9979876,56801948197,801949,410
4-27-2020,13918385493,0.8973,196.78,173346.0474,2177.22,6453,13628.875,25766,13.18,249741,321281,9978311,57748706598,841193,426
4-28-2020,13052985766,0.8915,196.86,172852.1464,2178.618,6420,13575.6875,26056,13.27,269221,322149,9978981,57073102681,838453,435
4-29-2020,18452757606,0.9107,215.55,179635.5417,2237.997,6526,13747.5625,27928,13.05,238017,345258,9983143,59307361589,897881,409
4-30-2020,23829583393,0.937,206.27,182026.9342,2276.654,6377,13638.4375,28663,13.31,222701,339669,9946761,59360582632,899459,531
05-01-2020,13888475283,0.9072,211.98,187072.9465,2318.62,6475,13794.75,25890,13.12,228783,327622,9972690,58538945742,827138,496
05-02-2020,11389301751,0.8691,214.15,185525.6094,2330.873,6471,13642.625,23861,13.15,203300,313649,9981033,56109407200,765990,406
05-03-2020,12521236484,0.885,210.06,180677.0771,2279.571,6421,13566.1875,24822,13.23,207255,330025,9982545,56694348911,789689,427
05-04-2020,14983023765,0.914,206.94,187491.3243,2338.904,6541,13729.5625,26939,13.02,437321,298027,9984434,59650089352,774035,385
05-05-2020,15502345363,0.9035,205.48,186883.6871,2353.754,6506,13619.375,24540,13.07,269384,296348,9981076,58634760812,785518,354
05-06-2020,17933308369,0.9294,199.1,180890.2501,2303.112,6386,13452.5,27907,13.25,567441,315688,9985906,59252046986,833506,400
05-07-2020,20866831524,0.9397,212.37,178858.6722,2243.523,6455,13636.3125,31419,13.14,1101901,326720,9986053,60546455883,877129,433
05-08-2020,20580766613,0.9373,211.54,182842.5816,2274.345,6486,13751,27078,13.07,234770,333175,9984217,60665060914,887756,460
05-09-2020,17823163632,0.9341,210.1,181423.8739,2296.034,6398,13525.0625,27758,13.26,262208,341423,9984237,59620524373,894382,429
05-10-2020,30507432603,0.9368,187.84,179648.2506,2238.801,6493,13725.5,27547,13.1,220212,331001,9986532,60716575042,879153,440
05-11-2020,24022502727,0.9377,185.88,180380.3095,2266.229,6435,13620.875,27592,13.21,249331,332262,9986435,60136105570,887554,442
05-12-2020,27066815386,0.9334,189.9,180024.9859,2267.37,6398,13577.375,26833,13.28,242089,315933,9986578,59552099157,880678,462
5-13-2020,32980999573,0.9387,199.85,179815.0142,2249.315,6484,13680.9375,25703,13.12,225264,293787,9987205,60746032020,856962,423
5-14-2020,41116263713,0.916,203.32,182810.0862,2283.144,6455,13693.1875,25607,13.13,231792,297910,9985205,59010054536,820300,463
5-15-2020,32000157331,0.9113,194.65,184975.6186,2328.704,6423,13588.5,27276,13.21,257119,319069,9984019,58407729475,888691,440
5-16-2020,25477191550,0.9359,200.51,180021.6285,2276.287,6402,13536.6875,26716,13.28,233010,310647,9985903,59744462257,875030,431
5-17-2020,27103939904,0.939,206.98,186270.6822,2326.028,6471,13685.75,25429,13.13,219364,297580,9986737,60639672800,808464,448
5-18-2020,36508693750,0.9403,214.73,179821.4184,2271.761,6406,13537.5625,26532,13.26,248245,318949,9982652,60082983614,857645,433
5-19-2020,33240461791,0.9425,214.63,177233.7735,2243.005,6386,13519.3125,26817,13.33,242698,328912,9984647,60076385709,848038,441
5-20-2020,36510632877,0.9433,209.85,183119.6911,2298.306,6455,13627.8125,27680,13.16,248563,321358,9985054,60747209011,855377,429
5-21-2020,48851382307,0.938,198.56,178439.1463,2237.936,6455,13635.125,28609,13.12,229015,326301,9984006,60442889830,867704,434
5-22-2020,35001330711,0.9459,207.28,178254.4489,2258.238,6353,13488.4375,28545,13.32,257292,337403,9983609,59945832815,916282,467
5-23-2020,22171704727,0.9489,206.7,183802.3927,2273.519,6513,13812.5,26836,13.03,252979,333005,9986196,61673448559,868425,472
5-24-2020,29040279475,0.9468,199.78,182768.8961,2304.28,6411,13558.625,26739,13.28,219175,300696,9985129,60554332651,825755,442
5-25-2020,38094676834,0.948,204.1,178237.2261,2262,6363,13469.8125,26743,13.31,259461,317561,9986055,60202898263,875607,445
5-26-2020,37860437126,0.9465,201.03,179206.0128,2240.724,6478,13677.25,28230,13.07,255478,335851,9984546,61165579540,916975,432
5-27-2020,42827563449,0.9418,208.34,182878.1103,2295.608,6444,13606.4375,26742,13.22,244445,332968,9983442,60555877495,896217,439
5-28-2020,39750197752,0.9487,220.3,178634.5644,2259.74,6413,13520.8125,27984,13.23,247690,340054,9983262,60676512378,907265,417
5-29-2020,34983980235,0.944,220.56,181030.9257,2275.065,6434,13603.0625,30559,13.22,257314,374674,9984681,60619345455,949269,441
5-30-2020,33659377964,0.9431,243.57,183447.9762,2300.422,6440,13633.125,27272,13.18,237266,346995,9984256,60551833065,881950,450
5-31-2020,28385719806,0.9478,231.73,186409.674,2328.437,6475,13683.375,29261,13.08,239420,328248,9982447,61203032008,850103,442
06-01-2020,32379485381,0.9309,248.21,182664.2025,2299.27,6401,13575.4375,29940,13.24,258769,355227,9980666,59422202661,929874,463
06-02-2020,36613726636,0.9418,237.81,185110.461,2308.87,6458,13700.8125,30160,13.12,266927,388814,9980480,60656887961,980902,469
06-03-2020,29769950061,0.9437,244.56,186574.1541,2357.415,6401,13532.3125,27391,13.28,243106,352013,9979408,60245383681,898364,437
06-04-2020,31888384257,0.9497,243.35,187369.4002,2367.81,6427,13540.375,28846,13.21,256998,366835,9981730,60867856811,930407,410
06-05-2020,32258089816,0.9511,240.08,186074.6592,2316.215,6484,13735.3125,27446,13.06,240848,347352,9981234,61502016231,901995,457
06-06-2020,38721024282,0.9526,242.08,186023.9917,2340.879,6435,13592.9375,29092,13.2,324167,332189,9978583,61088327324,946196,431
06-07-2020,40787069912,0.942,244.75,188580.2037,2366.153,6466,13641.75,29164,13.1,338488,317232,9980244,60748748486,943786,420
06-08-2020,41524824461,0.939,246.47,185010.9266,2333.228,6411,13560.25,29047,13.26,294238,369337,9978900,60052985764,966206,440
06-09-2020,37266087486,0.9454,244,183292.2598,2285.532,6480,13712.0625,28817,13.11,265188,361895,9979235,61096035988,923075,449
06-10-2020,5.82E+11,0.9489,248.01,179062.9459,2277.162,6372,13454.625,31137,13.35,246715,348050,9981745,60311175849,939890,422
06-11-2020,7.10E+11,0.9499,230.21,181450.5696,2281.666,6458,13602.0625,30366,13.14,229783,349349,9979137,61181419926,925331,413
06-12-2020,35616566860,0.9424,237.54,182327.0387,2275.795,6506,13695.5,27921,13.04,274409,364656,9980198,61189587169,889318,416
6-13-2020,29377910098,0.9427,238.21,182747.7365,2291.641,6488,13643.625,25744,13.19,240294,343521,9982525,61047248653,833267,402
6-14-2020,24230716812,0.949,231.61,183596.2569,2300.612,6526,13669.5625,25218,13.03,226311,318564,9980816,61760294204,785017,369
6-15-2020,43250992524,0.948,230.98,183324.2542,2302.546,6462,13626.0625,29458,13.14,242630,356076,9980246,61069649199,912281,417
6-16-2020,40533137609,0.9507,235.35,186231.7117,2353.433,6435,13535.375,28873,13.2,254194,352652,9977209,60941058656,904928,402
6-17-2020,42028712404,0.9519,233.76,181591.9844,2301.87,6416,13496,28123,13.21,258749,346857,9984092,60946003731,879736,400
6-18-2020,38424496007,0.9491,231.24,183042.3685,2296.669,6450,13621,28974,13.18,261429,374782,9980779,61069412568,913845,436
6-19-2020,39365512466,0.9545,228.71,187071.0167,2330.632,6503,13721,30653,13.05,273853,363156,10743046,66910453808,945942,432
6-20-2020,29553002666,0.9472,228.89,187926.7704,2358.639,6463,13629.0625,31027,13.14,252450,366642,11867176,72612038879,941415,421
6-21-2020,29937373565,0.9499,227.83,187588.6189,2346.555,6505,13677.875,34003,13.09,235829,350978,11950565,73789408610,987058,402
6-22-2020,41302954545,0.946,243.3,184143.0795,2319.236,6455,13586.3125,36756,13.19,279238,385734,11883870,72492819746,1092083,405
6-23-2020,45491287860,0.9472,243.16,187652.3397,2350.415,6442,13646.5,37098,13.18,300925,401405,11956674,72895209155,1119442,456
6-24-2020,46589720161,0.9506,234.56,188992.2743,2362.403,6483,13678.5625,38433,13.08,247759,381492,11945719,73472841345,1070862,429
6-25-2020,42575132701,0.9478,232.35,191614.8727,2405.277,6450,13617.0625,38239,13.23,239640,377998,11805413,72163570447,1041742,433
6-26-2020,38176707953,0.9531,229.46,191549.0379,2406.899,6448,13601.5,35309,13.23,257668,380731,11917515,73135681440,1017505,428
6-27-2020,36769845271,0.9511,220.81,187756.7497,2387.371,6365,13450.625,36473,13.35,239547,375433,11831137,71543111126,1017138,430
6-28-2020,35078209646,0.95,224.99,188072.1358,2341.417,6522,13740.875,33612,13.04,231323,384846,11910675,73730203640,997731,418
6-29-2020,39552762105,0.9513,227.86,189963.4223,2397.435,6393,13543.0625,34827,13.27,241768,445326,11750394,71375635583,1056189,453
6-30-2020,52294541588,0.9485,225.58,189228.7371,2358.195,6479,13712.375,34511,13.13,263850,424414,11943192,73318387064,1111318,454
07-01-2020,47358992980,0.954,231.05,185545.71,2337.925,6409,13563,35255,13.29,256039,411699,11665708,71176581831,1044438,448
07-02-2020,42603951322,0.9446,226.49,186918.4078,2358.316,6442,13565.375,36414,13.22,249828,406711,11861903,72107146226,1039119,406
07-03-2020,44742407160,0.9484,225.15,190406.3447,2382.837,6475,13665.8125,35935,13.12,243511,388347,11708464,71788223874,1022098,429
07-04-2020,33268484751,0.9536,229.34,190449.2609,2408.139,6427,13535.375,32081,13.19,239770,384319,11897229,72784835528,946287,406
07-05-2020,31655035139,0.9551,228.03,188952.1425,2377.38,6494,13612.5625,29736,13.14,200341,344150,11766025,72950841323,880075,373
07-06-2020,40437764877,0.9504,241.76,190273.3022,2389.479,6457,13623.1875,34649,13.13,245816,382756,11717902,71920102702,1020012,423
07-07-2020,40907231924,0.9505,239.35,188128.8811,2349.911,6492,13692.0625,35739,13.11,262351,406188,11847029,73031480121,1064506,425
07-08-2020,52093643866,0.9577,247.11,194438.6022,2428.375,6506,13693.25,36696,13.06,271164,406388,11698675,72958739417,1092210,412
07-09-2020,47477907527,0.9524,242.08,191400.8872,2403.29,6430,13614.6875,36306,13.16,266809,404057,11894129,72763009946,1070343,451
07-10-2020,38637254876,0.9537,241.21,188557.7734,2391.924,6406,13495.5625,33660,13.26,242660,385148,11837007,72210167258,1034806,405
07-11-2020,33735159452,0.9534,239.25,192487.6551,2396.733,6533,13749.875,31408,13.08,232416,391142,11722436,72943190236,982930,406
07-12-2020,32085351933,0.9475,242.84,193606.8197,2423.943,6491,13670.375,33339,13.13,232393,372090,11892084,73073815745,997960,410
7-13-2020,50960828747,0.9517,239.53,195185.0935,2444.765,6493,13672.8125,38813,13.1,275841,422083,11960544,73850785774,1151834,405
7-14-2020,44351239353,0.954,240.44,190762.5661,2408.928,6406,13548,35595,13.24,269866,418471,11937483,72909067421,1098661,436
7-15-2020,51587477037,0.9551,238.42,190147.5158,2384.779,6465,13648.5,36339,13.16,248361,436128,11955157,73788176889,1111360,424
7-16-2020,55735259161,0.9477,233.61,190666.2482,2416.896,6414,13509.625,34885,13.27,235596,394000,11930537,72500484619,1068620,402
7-17-2020,58219936374,0.9447,232.77,186762.8145,2361.18,6454,13547.25,35469,13.18,233871,385733,11812362,72007685336,1078101,380
7-18-2020,50656559485,0.9503,235.84,192865.5901,2402.132,6526,13742.1875,37273,13.05,209487,362714,11944837,74033402643,1071509,411
7-19-2020,54609003475,0.958,239.22,191833.4859,2424.578,6451,13551.5625,39012,13.2,205043,375637,11899546,73510728068,1082448,385
7-20-2020,70536742504,0.9511,236.16,187914.2271,2362.944,6436,13604.6875,38791,13.23,240352,413162,11902209,72789157337,1143700,435
7-21-2020,75884344678,0.9606,245.87,182592.6446,2302.394,6380,13553.5,38915,13.27,248435,377815,11868511,72751379169,1120095,472
7-22-2020,72342074874,0.9596,264.32,180690.7122,2277.415,6460,13578.9375,39086,13.16,234317,397424,11943131,74015587006,1138040,395
7-23-2020,81533077820,0.9601,275.65,189843.8271,2360.073,6522,13767,38977,12.98,236067,414992,11930028,74677796733,1147143,428
7-24-2020,76416250014,0.9599,279.6,195802.2415,2452.14,6502,13674.0625,40054,13.03,233477,392813,12023349,75049970554,1146282,397
7-25-2020,82224184318,0.9647,305.67,186965.8875,2383.629,6355,13414.625,43155,13.37,242283,414293,12430463,76179056080,1175506,422
7-26-2020,72868554221,0.9675,311.47,194586.5201,2431.628,6488,13695.375,38987,13.05,229835,415912,12474260,78306549441,1137893,426
7-27-2020,96651241529,0.9634,322.39,194650.5431,2450.504,6444,13589.4375,42468,13.15,261968,452901,12476026,77447071989,1261456,419
7-28-2020,71667637214,0.9668,317.47,200572.0905,2511.147,6476,13664.0625,40420,13.06,273756,484572,12476712,78112767375,1222353,425
7-29-2020,74335028131,0.9623,318.27,201604.2163,2533.984,6512,13639.125,40069,13.07,246731,412271,12475407,78178695620,1163851,362
7-30-2020,71596140466,0.9592,335.25,196434.3489,2495.872,6386,13480.375,40034,13.27,272423,417721,12471353,76393925734,1164479,414
7-31-2020,78904447180,0.963,346.81,191051.4298,2394.726,6479,13653.375,41294,13.02,254218,424884,12479174,77859908512,1218838,414
08-01-2020,63846952921,0.9605,387.41,195149.3351,2438.661,6517,13706.5625,39194,13.06,248936,444440,12476644,78103433534,1171566,397
08-02-2020,79704212228,0.9598,371.93,200624.1553,2515.079,6486,13657.375,38262,13.07,231943,429791,12478026,77676603717,1125886,406
08-03-2020,69980285209,0.9586,386.1,193873.5688,2428.338,6476,13669.625,39135,13.09,256524,447624,12463898,77368571564,1176793,422
08-04-2020,59805862058,0.9606,389.79,195108.6717,2463.09,6405,13545.4375,38779,13.16,260796,457094,12478270,76773617744,1164208,439
08-05-2020,55170121710,0.9602,401.12,194383.8445,2453.223,6457,13572.8125,39224,13.16,255238,461384,12481144,77380401083,1182699,389
08-06-2020,60216328698,0.9538,395.07,197226.264,2452.908,6515,13760,40071,13.02,260271,465284,12474671,77511522141,1215885,432
08-07-2020,75118872696,0.9599,379.57,200371.091,2517.386,6483,13629.875,41244,13.03,265363,441552,12469658,77596467503,1249695,394
08-08-2020,68308662136,0.9542,397.56,201237.8237,2543.811,6457,13558.375,40882,13.17,251881,417797,12468529,76823830153,1182406,378
08-09-2020,77549796325,0.9636,390.28,206618.5654,2592.107,6530,13671.0625,42761,13.04,246496,391435,12468830,78460962723,1229151,357
08-10-2020,1.18E+11,0.9638,395.84,204235.9306,2573.426,6482,13603.9375,43623,13.06,266027,411595,12461115,77842975139,1289980,375
08-11-2020,1.30E+11,0.9592,378.94,201388.74,2534.225,6468,13620.625,42282,13.06,265491,405350,12473010,77366491731,1254244,398
08-12-2020,2.24E+11,0.9635,387.19,204993.2998,2562.046,6507,13707.875,42490,12.97,236658,351422,12467102,78108663311,1229214,406
8-13-2020,2.64E+11,0.9638,424.97,204911.4056,2583.445,6479,13592.875,40820,13.12,258474,377816,12475298,77864730512,1209139,374
8-14-2020,2.15E+11,0.9667,438.51,212972.5266,2676.095,6504,13648.25,41348,13.06,251315,391305,12475556,78425468279,1201546,372
8-15-2020,1.21E+11,0.9639,432.63,216288.0682,2729.267,6475,13584.75,37635,13.08,255410,402008,12475990,77865065737,1107833,372
8-16-2020,1.03E+11,0.9668,433.85,210989.8461,2656.59,6505,13615.5625,39415,13.05,241242,396728,12479241,78478834034,1152369,357
8-17-2020,1.16E+11,0.9704,431.26,201924.5938,2581.957,6398,13410.9375,40568,13.26,263278,398428,12471678,77437433421,1181976,359
8-18-2020,1.33E+11,0.965,422.38,198715.741,2477.495,6561,13750.0625,41973,12.9,268464,388973,12472898,78965311743,1229256,369
8-19-2020,1.38E+11,0.9685,407.85,207161.0726,2599.291,6507,13663.4375,41021,13.01,265177,396285,12480657,78649648994,1216891,379
8-20-2020,1.16E+11,0.9709,416.04,211546.0195,2658.943,6534,13645.25,40494,12.96,248007,394016,12473185,79126229540,1182994,340
8-21-2020,1.62E+11,0.9712,387.98,216400.1501,2728.688,6490,13594.125,43296,13.04,288495,418943,12471648,78579746074,1256752,362
8-22-2020,1.07E+11,0.9658,395.46,213028.1383,2705.915,6456,13497.875,38709,13.15,240176,377006,12442376,77588023144,1102479,346
8-23-2020,86163918808,0.9681,390.72,218512.3304,2729.43,6577,13745,37975,12.92,262160,391132,12454450,79293509632,1122524,340
8-24-2020,98937713405,0.9709,408.03,215700.7195,2726.634,6516,13577.6875,39426,13,273404,397914,12461923,78840099923,1162182,319
8-25-2020,1.11E+11,0.9687,383.34,216519.2237,2759.997,6425,13453.3125,38422,13.2,268873,385868,12462972,77562617010,1138199,353
8-26-2020,93103481649,0.9676,386.02,219546.5723,2736.414,6569,13753.9375,38849,12.92,269967,397722,12468014,79254937017,1166218,363
8-27-2020,97826615038,0.9675,383.18,215614.0542,2725.937,6497,13564.8125,37975,13.07,274479,391712,12453143,78273347480,1136576,337
8-28-2020,93087752585,0.9633,395.54,220801.5637,2780.536,6533,13629.25,38556,13.01,245530,370248,12462725,78430303714,1131912,328
8-29-2020,1.03E+11,0.9673,398.79,214522.2972,2701.461,6508,13617.3125,39752,13.04,228404,341047,12466695,78478309540,1130992,353
8-30-2020,2.12E+11,0.9677,429.04,218630.3631,2744.793,6531,13653.6875,41266,12.96,215465,316417,12467005,78784401243,1142415,351
8-31-2020,2.36E+11,0.9686,434.1,219795.4565,2734.388,6592,13787.5625,41082,12.89,255730,371267,12458410,79535399741,1235856,353
09-01-2020,4.46E+11,0.9697,475.81,228234.5557,2877.914,6531,13611.0625,41299,13,241676,367221,12452457,78863623702,1245701,321
09-02-2020,4.80E+11,0.9689,439.83,227655.0292,2875.642,6491,13573.8125,39767,13.06,233977,349031,12470752,78426177487,1181212,349
09-03-2020,3.91E+11,0.9716,382.46,223022.8005,2831.203,6463,13511.1875,39339,13.04,238553,351151,12454381,78205133568,1149636,343
09-04-2020,2.32E+11,0.9657,385.91,234450.5062,2898.344,6607,13861.125,37490,12.83,249771,393339,12459654,79480732784,1141207,382
09-05-2020,2.77E+11,0.9566,335.24,233423.1502,2948.503,6542,13594.375,36170,12.99,204427,315690,12459273,77953696178,1040906,298
09-06-2020,1.29E+11,0.9732,352.69,241698.6327,3001.691,6611,13806.125,35851,12.83,218120,347957,12463261,80181154846,1026667,346
09-07-2020,1.13E+11,0.9697,353.7,241281.8019,3065.247,6470,13505.6875,36290,13.14,236290,352857,12461271,78174242990,1051480,331
09-08-2020,1.04E+11,0.969,337.45,239313.3931,3017.172,6523,13614.125,36065,12.99,227806,343663,12461220,78767421313,1026700,330
09-09-2020,1.20E+11,0.9715,351.15,237497.0047,3008.319,6490,13545.9375,36405,13.06,221553,320893,12464900,78589349592,1052603,331
09-10-2020,1.79E+11,0.9697,368.09,234123.9587,2947.015,6510,13619.125,39037,13,220482,316192,12459241,78652835328,1120964,354
09-11-2020,1.47E+11,0.9739,373.99,241833.8269,3036.542,6571,13673.125,37013,12.9,221066,311490,12460321,79743009950,1074413,310
09-12-2020,1.07E+11,0.9732,387.88,246616.9677,3120.636,6501,13560.1875,36747,13.09,220769,312900,12450028,78765515640,1034584,327
9-13-2020,1.21E+11,0.9733,366.33,245792.1241,3097.045,6545,13623.75,37461,12.99,210977,291066,12465945,79413962613,1042047,312
9-14-2020,2.00E+11,0.9741,377.24,243008.2427,3086.726,6458,13503.25,38902,13.14,214555,313934,12460059,78372157982,1079688,344
9-15-2020,1.87E+11,0.9757,364.19,246299.1695,3104.34,6551,13614.25,38490,13.05,234527,340740,12455527,79615836276,1089837,304
9-16-2020,1.53E+11,0.9746,365.19,240506.6408,3066.22,6454,13456.9375,37243,13.15,234962,316213,12463941,78394336174,1035013,323
9-17-2020,5.38E+11,0.9718,389.49,254113.4795,3161.325,6590,13779.1875,58953,12.87,330343,445217,12472107,79872680412,1406016,355
9-18-2020,3.19E+11,0.9728,384.66,244661.5442,3119.651,6435,13451.0625,44691,13.18,302262,428743,12463675,78013250896,1244808,341
9-19-2020,1.74E+11,0.9748,385.36,249157.4172,3137.161,6526,13620.25,39058,13.01,260769,379637,12460034,79259285506,1090001,336
9-20-2020,1.33E+11,0.9716,371.06,252148.0498,3154.589,6593,13718.3125,37327,12.87,247809,402408,12451860,79769667516,1095309,313
9-21-2020,1.77E+11,0.9707,340.19,255543.1583,3195.676,6567,13723.125,38593,12.92,260519,401767,12456178,79397633332,1133662,342
9-22-2020,1.59E+11,0.9715,344.25,249373.9827,3181.617,6439,13450.5625,40218,13.16,254266,367103,12462096,77951908536,1081497,333
9-23-2020,1.29E+11,0.9703,320.19,256221.4679,3217.665,6527,13653.0625,38870,13.04,249970,377128,12458827,78907480390,1084100,353
